United Kingdom, Deaths (period 1x1), 	Last modified: 03 Feb 2025;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1967          68              6350.00         8982.00        15332.00
  1967          69              6708.00         9139.00        15847.00
  1967          70              7171.00         9146.00        16317.00
  1967          71              7466.00         8849.00        16315.00
  1967          72              8340.00         9345.00        17685.00
  1967          73              8663.00         9345.00        18008.00
  1967          74              9306.00         9407.00        18713.00
  1967          75              9438.00         9054.00        18492.00
  1967          76             10122.00         8985.00        19107.00
  1967          77              9761.00         8622.00        18383.00
  1967          78             10244.00         8419.00        18663.00
  1967          79             10473.00         8213.00        18686.00
  1967          80             10643.00         7715.00        18358.00
  1967          81             10460.00         7267.00        17727.00
  1967          82             10608.00         6771.00        17379.00
  1967          83             10109.00         6363.00        16472.00
  1967          84              9882.00         5838.00        15720.00
  1967          85              9053.00         5181.00        14234.00
  1967          86              8647.00         4658.00        13305.00
  1967          87              7706.00         4014.00        11720.00
  1967          88              6327.00         3293.00         9620.00
  1967          89              5799.00         2721.00         8520.00
  1967          90              4858.00         2167.00         7025.00
  1967          91              3943.00         1603.00         5546.00
  1967          92              3192.00         1293.00         4485.00
  1967          93              2474.00          918.00         3392.00
  1967          94              1866.00          677.00         2543.00
  1967          95              1341.00          414.00         1755.00
  1967          96               953.00          280.00         1233.00
  1967          97               636.00          180.00          816.00
  1967          98               414.00          104.00          518.00
  1967          99               284.00           61.00          345.00
  1967         100               149.00           43.00          192.00
  1967         101                96.00           17.00          113.00
  1967         102                62.00           12.00           74.00
  1967         103                33.00            4.00           37.00
  1967         104                23.00            2.00           25.00
  1967         105                12.00            0.00           12.00
  1967         106                 1.00            0.00            1.00
  1967         107                 0.00            0.00            0.00
  1967         108                 0.00            0.00            0.00
  1967         109                 1.00            0.00            1.00
  1967         110+                0.00            0.00            0.00
  1968           0              7429.00        10319.00        17748.00
  1968           1               547.00          644.00         1191.00
  1968           2               332.00          439.00          771.00
  1968           3               271.00          381.00          652.00
  1968           4               229.00          289.00          518.00
  1968           5               165.00          260.00          425.00
  1968           6               140.00          230.00          370.00
  1968           7               125.00          196.00          321.00
  1968           8               132.00          153.00          285.00
  1968           9               106.00          192.00          298.00
  1968          10                96.00          142.00          238.00
  1968          11                73.00          158.00          231.00
  1968          12               106.00          154.00          260.00
  1968          13               116.00          143.00          259.00
  1968          14               107.00          210.00          317.00
  1968          15               118.00          228.00          346.00
  1968          16               141.00          336.00          477.00
  1968          17               130.00          405.00          535.00
  1968          18               150.00          410.00          560.00
  1968          19               163.00          410.00          573.00
  1968          20               178.00          433.00          611.00
  1968          21               184.00          479.00          663.00
  1968          22               159.00          367.00          526.00
  1968          23               157.00          355.00          512.00
  1968          24               157.00          340.00          497.00
  1968          25               187.00          311.00          498.00
  1968          26               158.00          309.00          467.00
  1968          27               175.00          301.00          476.00
  1968          28               182.00          313.00          495.00
  1968          29               198.00          342.00          540.00
  1968          30               225.00          307.00          532.00
  1968          31               226.00          354.00          580.00
  1968          32               257.00          374.00          631.00
  1968          33               272.00          354.00          626.00
  1968          34               286.00          421.00          707.00
  1968          35               324.00          413.00          737.00
  1968          36               334.00          503.00          837.00
  1968          37               424.00          559.00          983.00
  1968          38               469.00          660.00         1129.00
  1968          39               518.00          700.00         1218.00
  1968          40               586.00          793.00         1379.00
  1968          41               625.00          888.00         1513.00
  1968          42               745.00         1105.00         1850.00
  1968          43               814.00         1257.00         2071.00
  1968          44               906.00         1341.00         2247.00
  1968          45              1057.00         1449.00         2506.00
  1968          46              1173.00         1767.00         2940.00
  1968          47              1382.00         2111.00         3493.00
  1968          48              1563.00         2322.00         3885.00
  1968          49              1270.00         1920.00         3190.00
  1968          50              1304.00         1965.00         3269.00
  1968          51              1544.00         2504.00         4048.00
  1968          52              1844.00         2997.00         4841.00
  1968          53              2081.00         3547.00         5628.00
  1968          54              2393.00         3898.00         6291.00
  1968          55              2408.00         4290.00         6698.00
  1968          56              2691.00         4624.00         7315.00
  1968          57              2913.00         5354.00         8267.00
  1968          58              3205.00         5956.00         9161.00
  1968          59              3412.00         6525.00         9937.00
  1968          60              3797.00         6927.00        10724.00
  1968          61              3921.00         7172.00        11093.00
  1968          62              4361.00         7927.00        12288.00
  1968          63              4894.00         8493.00        13387.00
  1968          64              5206.00         9111.00        14317.00
  1968          65              5308.00         9502.00        14810.00
  1968          66              5652.00         9691.00        15343.00
  1968          67              6647.00        10465.00        17112.00
  1968          68              6690.00        10193.00        16883.00
  1968          69              7091.00         9897.00        16988.00
  1968          70              7637.00         9699.00        17336.00
  1968          71              8011.00         9641.00        17652.00
  1968          72              8747.00         9933.00        18680.00
  1968          73              9234.00        10020.00        19254.00
  1968          74              9917.00         9898.00        19815.00
  1968          75             10117.00        10069.00        20186.00
  1968          76             10631.00         9859.00        20490.00
  1968          77             10624.00         9411.00        20035.00
  1968          78             11366.00         9220.00        20586.00
  1968          79             11417.00         8787.00        20204.00
  1968          80             11379.00         8514.00        19893.00
  1968          81             11039.00         7499.00        18538.00
  1968          82             11526.00         7443.00        18969.00
  1968          83             11274.00         6885.00        18159.00
  1968          84             10724.00         6406.00        17130.00
  1968          85              9993.00         5482.00        15475.00
  1968          86              9681.00         5040.00        14721.00
  1968          87              8560.00         4364.00        12924.00
  1968          88              7485.00         3784.00        11269.00
  1968          89              6440.00         2941.00         9381.00
  1968          90              5443.00         2329.00         7772.00
  1968          91              4515.00         1909.00         6424.00
  1968          92              3720.00         1413.00         5133.00
  1968          93              2876.00         1025.00         3901.00
  1968          94              2096.00          785.00         2881.00
  1968          95              1527.00          538.00         2065.00
  1968          96              1167.00          340.00         1507.00
  1968          97               731.00          214.00          945.00
  1968          98               481.00          110.00          591.00
  1968          99               307.00           68.00          375.00
  1968         100               217.00           37.00          254.00
  1968         101               117.00           29.00          146.00
  1968         102                79.00            9.00           88.00
  1968         103                48.00            6.00           54.00
  1968         104                20.00            4.00           24.00
  1968         105                14.00            0.00           14.00
  1968         106                 6.00            0.00            6.00
  1968         107                 3.00            1.00            4.00
  1968         108                 2.00            0.00            2.00
  1968         109                 0.00            0.00            0.00
  1968         110+                0.00            1.00            1.00
  1969           0              7190.00         9893.00        17083.00
  1969           1               539.00          644.00         1183.00
  1969           2               313.00          453.00          766.00
  1969           3               216.00          311.00          527.00
  1969           4               212.00          305.00          517.00
  1969           5               173.00          277.00          450.00
  1969           6               107.00          192.00          299.00
  1969           7               103.00          214.00          317.00
  1969           8               110.00          167.00          277.00
  1969           9                86.00          148.00          234.00
  1969          10                66.00          155.00          221.00
  1969          11                93.00          139.00          232.00
  1969          12                77.00          148.00          225.00
  1969          13                99.00          178.00          277.00
  1969          14                88.00          180.00          268.00
  1969          15               101.00          201.00          302.00
  1969          16               131.00          325.00          456.00
  1969          17               162.00          409.00          571.00
  1969          18               145.00          455.00          600.00
  1969          19               175.00          418.00          593.00
  1969          20               167.00          385.00          552.00
  1969          21               167.00          453.00          620.00
  1969          22               212.00          454.00          666.00
  1969          23               170.00          345.00          515.00
  1969          24               202.00          362.00          564.00
  1969          25               162.00          373.00          535.00
  1969          26               187.00          349.00          536.00
  1969          27               181.00          310.00          491.00
  1969          28               215.00          292.00          507.00
  1969          29               178.00          345.00          523.00
  1969          30               198.00          365.00          563.00
  1969          31               202.00          346.00          548.00
  1969          32               286.00          381.00          667.00
  1969          33               231.00          384.00          615.00
  1969          34               285.00          450.00          735.00
  1969          35               319.00          451.00          770.00
  1969          36               349.00          476.00          825.00
  1969          37               381.00          531.00          912.00
  1969          38               456.00          636.00         1092.00
  1969          39               514.00          689.00         1203.00
  1969          40               559.00          850.00         1409.00
  1969          41               668.00          945.00         1613.00
  1969          42               798.00          986.00         1784.00
  1969          43               873.00         1187.00         2060.00
  1969          44               956.00         1366.00         2322.00
  1969          45               973.00         1575.00         2548.00
  1969          46              1148.00         1785.00         2933.00
  1969          47              1377.00         2019.00         3396.00
  1969          48              1553.00         2461.00         4014.00
  1969          49              1758.00         2795.00         4553.00
  1969          50              1409.00         2169.00         3578.00
  1969          51              1415.00         2254.00         3669.00
  1969          52              1773.00         2753.00         4526.00
  1969          53              2069.00         3336.00         5405.00
  1969          54              2349.00         4020.00         6369.00
  1969          55              2555.00         4404.00         6959.00
  1969          56              2859.00         4961.00         7820.00
  1969          57              2929.00         5197.00         8126.00
  1969          58              3279.00         5916.00         9195.00
  1969          59              3534.00         6439.00         9973.00
  1969          60              3872.00         7144.00        11016.00
  1969          61              4149.00         7572.00        11721.00
  1969          62              4462.00         8250.00        12712.00
  1969          63              4839.00         8753.00        13592.00
  1969          64              5245.00         9631.00        14876.00
  1969          65              5647.00         9924.00        15571.00
  1969          66              5906.00        10108.00        16014.00
  1969          67              6435.00        10658.00        17093.00
  1969          68              7344.00        11038.00        18382.00
  1969          69              7597.00        11142.00        18739.00
  1969          70              7724.00        10466.00        18190.00
  1969          71              8229.00        10072.00        18301.00
  1969          72              8987.00        10289.00        19276.00
  1969          73              9467.00        10178.00        19645.00
  1969          74              9870.00        10344.00        20214.00
  1969          75             10189.00         9918.00        20107.00
  1969          76             10626.00         9914.00        20540.00
  1969          77             10424.00         9239.00        19663.00
  1969          78             11193.00         9058.00        20251.00
  1969          79             11180.00         8532.00        19712.00
  1969          80             11528.00         8202.00        19730.00
  1969          81             10892.00         7664.00        18556.00
  1969          82             11143.00         7113.00        18256.00
  1969          83             10775.00         6520.00        17295.00
  1969          84             10436.00         6164.00        16600.00
  1969          85              9684.00         5356.00        15040.00
  1969          86              9120.00         4681.00        13801.00
  1969          87              8278.00         4012.00        12290.00
  1969          88              7308.00         3471.00        10779.00
  1969          89              6198.00         2862.00         9060.00
  1969          90              5360.00         2237.00         7597.00
  1969          91              4147.00         1799.00         5946.00
  1969          92              3595.00         1431.00         5026.00
  1969          93              2853.00         1009.00         3862.00
  1969          94              2112.00          728.00         2840.00
  1969          95              1615.00          473.00         2088.00
  1969          96              1102.00          336.00         1438.00
  1969          97               771.00          201.00          972.00
  1969          98               528.00          134.00          662.00
  1969          99               300.00           70.00          370.00
  1969         100               207.00           52.00          259.00
  1969         101               125.00           26.00          151.00
  1969         102                74.00           11.00           85.00
  1969         103                65.00            9.00           74.00
  1969         104                24.00            1.00           25.00
  1969         105                19.00            3.00           22.00
  1969         106                 5.00            1.00            6.00
  1969         107                 1.00            0.00            1.00
  1969         108                 0.00            0.00            0.00
  1969         109                 1.00            0.00            1.00
  1969         110+                0.00            0.00            0.00
  1970           0              7001.00         9714.00        16715.00
  1970           1               477.00          590.00         1067.00
  1970           2               290.00          394.00          684.00
  1970           3               214.00          314.00          528.00
  1970           4               200.00          258.00          458.00
  1970           5               182.00          218.00          400.00
  1970           6               148.00          241.00          389.00
  1970           7               125.00          208.00          333.00
  1970           8               104.00          149.00          253.00
  1970           9                89.00          162.00          251.00
  1970          10               104.00          169.00          273.00
  1970          11                89.00          146.00          235.00
  1970          12               112.00          151.00          263.00
  1970          13                85.00          149.00          234.00
  1970          14                77.00          158.00          235.00
  1970          15               100.00          209.00          309.00
  1970          16               117.00          348.00          465.00
  1970          17               138.00          402.00          540.00
  1970          18               145.00          400.00          545.00
  1970          19               162.00          393.00          555.00
  1970          20               206.00          475.00          681.00
  1970          21               179.00          443.00          622.00
  1970          22               188.00          439.00          627.00
  1970          23               218.00          447.00          665.00
  1970          24               166.00          327.00          493.00
  1970          25               184.00          344.00          528.00
  1970          26               201.00          338.00          539.00
  1970          27               171.00          357.00          528.00
  1970          28               176.00          318.00          494.00
  1970          29               186.00          308.00          494.00
  1970          30               218.00          343.00          561.00
  1970          31               218.00          387.00          605.00
  1970          32               248.00          386.00          634.00
  1970          33               258.00          389.00          647.00
  1970          34               258.00          415.00          673.00
  1970          35               276.00          446.00          722.00
  1970          36               327.00          491.00          818.00
  1970          37               373.00          532.00          905.00
  1970          38               433.00          579.00         1012.00
  1970          39               502.00          672.00         1174.00
  1970          40               578.00          792.00         1370.00
  1970          41               633.00          842.00         1475.00
  1970          42               683.00         1038.00         1721.00
  1970          43               816.00         1146.00         1962.00
  1970          44               879.00         1298.00         2177.00
  1970          45               984.00         1482.00         2466.00
  1970          46              1128.00         1615.00         2743.00
  1970          47              1351.00         1881.00         3232.00
  1970          48              1555.00         2201.00         3756.00
  1970          49              1655.00         2692.00         4347.00
  1970          50              1899.00         2936.00         4835.00
  1970          51              1506.00         2350.00         3856.00
  1970          52              1603.00         2462.00         4065.00
  1970          53              1778.00         3126.00         4904.00
  1970          54              2068.00         3654.00         5722.00
  1970          55              2470.00         4491.00         6961.00
  1970          56              2638.00         4750.00         7388.00
  1970          57              2980.00         5289.00         8269.00
  1970          58              3070.00         5719.00         8789.00
  1970          59              3429.00         6305.00         9734.00
  1970          60              3876.00         6844.00        10720.00
  1970          61              3953.00         7433.00        11386.00
  1970          62              4451.00         8184.00        12635.00
  1970          63              4648.00         8397.00        13045.00
  1970          64              5135.00         9246.00        14381.00
  1970          65              5510.00         9784.00        15294.00
  1970          66              5958.00         9937.00        15895.00
  1970          67              6420.00        10520.00        16940.00
  1970          68              6838.00        10737.00        17575.00
  1970          69              7482.00        11036.00        18518.00
  1970          70              8088.00        11141.00        19229.00
  1970          71              8045.00        10174.00        18219.00
  1970          72              8644.00        10171.00        18815.00
  1970          73              9375.00        10108.00        19483.00
  1970          74              9670.00         9984.00        19654.00
  1970          75             10261.00         9876.00        20137.00
  1970          76             10518.00         9443.00        19961.00
  1970          77             10646.00         9472.00        20118.00
  1970          78             10828.00         9012.00        19840.00
  1970          79             11013.00         8757.00        19770.00
  1970          80             11336.00         8162.00        19498.00
  1970          81             11306.00         7652.00        18958.00
  1970          82             11208.00         7214.00        18422.00
  1970          83             10670.00         6281.00        16951.00
  1970          84             10696.00         6131.00        16827.00
  1970          85              9973.00         5467.00        15440.00
  1970          86              9237.00         4654.00        13891.00
  1970          87              8173.00         4169.00        12342.00
  1970          88              7520.00         3439.00        10959.00
  1970          89              6493.00         2937.00         9430.00
  1970          90              5632.00         2371.00         8003.00
  1970          91              4474.00         1756.00         6230.00
  1970          92              3834.00         1332.00         5166.00
  1970          93              2981.00         1035.00         4016.00
  1970          94              2254.00          793.00         3047.00
  1970          95              1769.00          542.00         2311.00
  1970          96              1236.00          354.00         1590.00
  1970          97               779.00          207.00          986.00
  1970          98               561.00          149.00          710.00
  1970          99               337.00          105.00          442.00
  1970         100               219.00           44.00          263.00
  1970         101               141.00           24.00          165.00
  1970         102                75.00            8.00           83.00
  1970         103                51.00            3.00           54.00
  1970         104                24.00            2.00           26.00
  1970         105                19.00            1.00           20.00
  1970         106                 7.00            0.00            7.00
  1970         107                 5.00            0.00            5.00
  1970         108                 2.00            0.00            2.00
  1970         109                 0.00            0.00            0.00
  1970         110+                1.00            0.00            1.00
  1971           0              6798.00         9366.00        16164.00
  1971           1               470.00          531.00         1001.00
  1971           2               262.00          374.00          636.00
  1971           3               224.00          279.00          503.00
  1971           4               173.00          255.00          428.00
  1971           5               162.00          248.00          410.00
  1971           6               140.00          219.00          359.00
  1971           7               124.00          209.00          333.00
  1971           8               108.00          192.00          300.00
  1971           9               116.00          186.00          302.00
  1971          10               120.00          173.00          293.00
  1971          11                78.00          147.00          225.00
  1971          12                87.00          137.00          224.00
  1971          13               103.00          178.00          281.00
  1971          14               105.00          199.00          304.00
  1971          15               107.00          211.00          318.00
  1971          16               148.00          345.00          493.00
  1971          17               160.00          402.00          562.00
  1971          18               144.00          399.00          543.00
  1971          19               162.00          445.00          607.00
  1971          20               162.00          419.00          581.00
  1971          21               159.00          446.00          605.00
  1971          22               179.00          396.00          575.00
  1971          23               170.00          440.00          610.00
  1971          24               196.00          390.00          586.00
  1971          25               180.00          339.00          519.00
  1971          26               165.00          352.00          517.00
  1971          27               191.00          340.00          531.00
  1971          28               190.00          334.00          524.00
  1971          29               179.00          309.00          488.00
  1971          30               188.00          319.00          507.00
  1971          31               212.00          347.00          559.00
  1971          32               262.00          388.00          650.00
  1971          33               266.00          392.00          658.00
  1971          34               273.00          403.00          676.00
  1971          35               282.00          485.00          767.00
  1971          36               319.00          509.00          828.00
  1971          37               403.00          517.00          920.00
  1971          38               400.00          528.00          928.00
  1971          39               443.00          665.00         1108.00
  1971          40               570.00          780.00         1350.00
  1971          41               594.00          889.00         1483.00
  1971          42               665.00          990.00         1655.00
  1971          43               761.00         1111.00         1872.00
  1971          44               830.00         1261.00         2091.00
  1971          45               955.00         1458.00         2413.00
  1971          46              1112.00         1668.00         2780.00
  1971          47              1285.00         1897.00         3182.00
  1971          48              1383.00         2083.00         3466.00
  1971          49              1599.00         2453.00         4052.00
  1971          50              1763.00         2910.00         4673.00
  1971          51              1986.00         3183.00         5169.00
  1971          52              1685.00         2501.00         4186.00
  1971          53              1666.00         2756.00         4422.00
  1971          54              1923.00         3334.00         5257.00
  1971          55              2247.00         3895.00         6142.00
  1971          56              2545.00         4513.00         7058.00
  1971          57              2949.00         4966.00         7915.00
  1971          58              3162.00         5474.00         8636.00
  1971          59              3290.00         6027.00         9317.00
  1971          60              3600.00         6565.00        10165.00
  1971          61              3856.00         7172.00        11028.00
  1971          62              4306.00         7832.00        12138.00
  1971          63              4796.00         8302.00        13098.00
  1971          64              4870.00         8911.00        13781.00
  1971          65              5306.00         9486.00        14792.00
  1971          66              5579.00         9711.00        15290.00
  1971          67              6232.00        10088.00        16320.00
  1971          68              6574.00        10529.00        17103.00
  1971          69              6976.00        10864.00        17840.00
  1971          70              7657.00        11016.00        18673.00
  1971          71              8261.00        10882.00        19143.00
  1971          72              8510.00        10025.00        18535.00
  1971          73              8896.00         9876.00        18772.00
  1971          74              9509.00         9664.00        19173.00
  1971          75              9938.00         9666.00        19604.00
  1971          76             10293.00         9435.00        19728.00
  1971          77             10365.00         9021.00        19386.00
  1971          78             10927.00         8998.00        19925.00
  1971          79             11034.00         8484.00        19518.00
  1971          80             11154.00         8182.00        19336.00
  1971          81             10923.00         7548.00        18471.00
  1971          82             11093.00         7242.00        18335.00
  1971          83             11050.00         6615.00        17665.00
  1971          84             10282.00         5989.00        16271.00
  1971          85              9896.00         5402.00        15298.00
  1971          86              9403.00         4742.00        14145.00
  1971          87              8447.00         4077.00        12524.00
  1971          88              7477.00         3376.00        10853.00
  1971          89              6670.00         2922.00         9592.00
  1971          90              5731.00         2294.00         8025.00
  1971          91              4776.00         1941.00         6717.00
  1971          92              3723.00         1467.00         5190.00
  1971          93              3121.00         1003.00         4124.00
  1971          94              2340.00          773.00         3113.00
  1971          95              1767.00          567.00         2334.00
  1971          96              1260.00          351.00         1611.00
  1971          97               858.00          208.00         1066.00
  1971          98               565.00          156.00          721.00
  1971          99               365.00           79.00          444.00
  1971         100               246.00           57.00          303.00
  1971         101               173.00           33.00          206.00
  1971         102                57.00           15.00           72.00
  1971         103                43.00            3.00           46.00
  1971         104                29.00            1.00           30.00
  1971         105                14.00            1.00           15.00
  1971         106                 7.00            1.00            8.00
  1971         107                 4.00            0.00            4.00
  1971         108                 1.00            0.00            1.00
  1971         109                 3.00            0.00            3.00
  1971         110+                0.00            0.00            0.00
  1972           0              6198.00         8393.00        14591.00
  1972           1               471.00          556.00         1027.00
  1972           2               315.00          357.00          672.00
  1972           3               257.00          310.00          567.00
  1972           4               195.00          237.00          432.00
  1972           5               155.00          226.00          381.00
  1972           6               147.00          234.00          381.00
  1972           7               113.00          209.00          322.00
  1972           8               133.00          188.00          321.00
  1972           9               117.00          167.00          284.00
  1972          10                93.00          147.00          240.00
  1972          11                78.00          161.00          239.00
  1972          12                77.00          143.00          220.00
  1972          13                70.00          159.00          229.00
  1972          14                98.00          191.00          289.00
  1972          15               118.00          208.00          326.00
  1972          16               150.00          287.00          437.00
  1972          17               173.00          403.00          576.00
  1972          18               156.00          435.00          591.00
  1972          19               173.00          446.00          619.00
  1972          20               167.00          389.00          556.00
  1972          21               162.00          449.00          611.00
  1972          22               180.00          446.00          626.00
  1972          23               184.00          413.00          597.00
  1972          24               185.00          395.00          580.00
  1972          25               218.00          439.00          657.00
  1972          26               176.00          372.00          548.00
  1972          27               176.00          341.00          517.00
  1972          28               196.00          318.00          514.00
  1972          29               211.00          345.00          556.00
  1972          30               207.00          343.00          550.00
  1972          31               173.00          360.00          533.00
  1972          32               228.00          344.00          572.00
  1972          33               247.00          378.00          625.00
  1972          34               275.00          421.00          696.00
  1972          35               307.00          470.00          777.00
  1972          36               347.00          491.00          838.00
  1972          37               381.00          527.00          908.00
  1972          38               392.00          593.00          985.00
  1972          39               444.00          650.00         1094.00
  1972          40               511.00          699.00         1210.00
  1972          41               605.00          862.00         1467.00
  1972          42               682.00          963.00         1645.00
  1972          43               752.00         1117.00         1869.00
  1972          44               846.00         1257.00         2103.00
  1972          45              1008.00         1461.00         2469.00
  1972          46              1085.00         1684.00         2769.00
  1972          47              1205.00         1800.00         3005.00
  1972          48              1332.00         2050.00         3382.00
  1972          49              1598.00         2429.00         4027.00
  1972          50              1772.00         2773.00         4545.00
  1972          51              2070.00         3231.00         5301.00
  1972          52              2225.00         3696.00         5921.00
  1972          53              1783.00         2910.00         4693.00
  1972          54              1820.00         3149.00         4969.00
  1972          55              2116.00         3647.00         5763.00
  1972          56              2478.00         4351.00         6829.00
  1972          57              2982.00         5047.00         8029.00
  1972          58              3256.00         5628.00         8884.00
  1972          59              3439.00         6163.00         9602.00
  1972          60              3718.00         6578.00        10296.00
  1972          61              3969.00         7330.00        11299.00
  1972          62              4317.00         7830.00        12147.00
  1972          63              4862.00         8524.00        13386.00
  1972          64              5122.00         9282.00        14404.00
  1972          65              5466.00         9663.00        15129.00
  1972          66              5733.00        10191.00        15924.00
  1972          67              6496.00        10756.00        17252.00
  1972          68              6936.00        10946.00        17882.00
  1972          69              7526.00        11562.00        19088.00
  1972          70              7900.00        11644.00        19544.00
  1972          71              8481.00        11708.00        20189.00
  1972          72              9488.00        11697.00        21185.00
  1972          73              9424.00        10851.00        20275.00
  1972          74              9811.00        10430.00        20241.00
  1972          75             10315.00        10200.00        20515.00
  1972          76             10867.00        10031.00        20898.00
  1972          77             11278.00         9642.00        20920.00
  1972          78             11263.00         9314.00        20577.00
  1972          79             11816.00         9105.00        20921.00
  1972          80             11749.00         8589.00        20338.00
  1972          81             11480.00         7872.00        19352.00
  1972          82             11808.00         7571.00        19379.00
  1972          83             11565.00         6910.00        18475.00
  1972          84             10939.00         6297.00        17236.00
  1972          85             10325.00         5642.00        15967.00
  1972          86             10029.00         4994.00        15023.00
  1972          87              8791.00         4318.00        13109.00
  1972          88              7896.00         3685.00        11581.00
  1972          89              7030.00         3004.00        10034.00
  1972          90              5955.00         2428.00         8383.00
  1972          91              5141.00         1943.00         7084.00
  1972          92              4362.00         1589.00         5951.00
  1972          93              3245.00         1093.00         4338.00
  1972          94              2558.00          891.00         3449.00
  1972          95              1913.00          561.00         2474.00
  1972          96              1417.00          410.00         1827.00
  1972          97               928.00          268.00         1196.00
  1972          98               679.00          169.00          848.00
  1972          99               416.00           94.00          510.00
  1972         100               275.00           60.00          335.00
  1972         101               147.00           29.00          176.00
  1972         102                89.00           15.00          104.00
  1972         103                49.00           13.00           62.00
  1972         104                32.00           11.00           43.00
  1972         105                 9.00            1.00           10.00
  1972         106                 5.00            0.00            5.00
  1972         107                 4.00            0.00            4.00
  1972         108                 5.00            0.00            5.00
  1972         109                 1.00            0.00            1.00
  1972         110+                0.00            0.00            0.00
  1973           0              5646.00         7781.00        13427.00
  1973           1               415.00          523.00          938.00
  1973           2               262.00          365.00          627.00
  1973           3               228.00          297.00          525.00
  1973           4               155.00          255.00          410.00
  1973           5               165.00          236.00          401.00
  1973           6               138.00          224.00          362.00
  1973           7               115.00          180.00          295.00
  1973           8               106.00          173.00          279.00
  1973           9                86.00          165.00          251.00
  1973          10               103.00          128.00          231.00
  1973          11               102.00          166.00          268.00
  1973          12                80.00          145.00          225.00
  1973          13                78.00          153.00          231.00
  1973          14                93.00          198.00          291.00
  1973          15               134.00          226.00          360.00
  1973          16               160.00          270.00          430.00
  1973          17               157.00          418.00          575.00
  1973          18               167.00          478.00          645.00
  1973          19               185.00          427.00          612.00
  1973          20               159.00          468.00          627.00
  1973          21               180.00          439.00          619.00
  1973          22               160.00          437.00          597.00
  1973          23               162.00          425.00          587.00
  1973          24               186.00          444.00          630.00
  1973          25               215.00          416.00          631.00
  1973          26               204.00          450.00          654.00
